Mode,Status,Work,Block,Timer,Time
1,0,0:00:00,09:37:02
1,1,0:00:00,09:37:03
0,1,0:00:04,09:37:07
1,1,0:00:04,09:37:08
0,1,0:00:04,09:37:08
1,1,0:00:04,09:37:11
1,1,0:00:10,09:37:17
1,0,1,1,0:00:00,09:43:41
1,0,1,1,0:00:00,09:53:25
1,1,1,1,0:00:00,09:53:26
1,0,1,1,0:00:00,09:54:41
1,1,1,1,0:00:00,09:54:42
0,1,1,1,0:00:11,09:54:53
1,1,1,1,0:00:11,09:54:58
0,1,1,1,0:00:30,09:55:17
1,0,1,1,2,3,0:00:00,10:04:19
1,1,1,1,2,3,0:00:00,10:04:20
0,1,1,1,2,3,0:00:06,10:04:26
1,1,1,1,2,3,0:00:06,10:04:28
1,0,1,1,2,3,0:00:22,10:04:44
1,1,1,1,2,3,0:00:22,10:04:49
1,1,1,1,2,3,0:00:44,10:05:11
1,0,1,1,2,3,0:00:00,10:06:36
1,1,1,1,2,3,0:00:00,10:06:37
1,0,1,1,2,3,0:00:00,10:07:18
1,1,1,1,2,3,0:00:00,10:07:19
1,1,1,1,2,3,0:00:08,10:07:28
1,0,1,1,2,3,0:00:00,10:14:51
1,1,1,1,2,3,0:00:00,10:14:52
1,1,1,1,2,3,0:00:45,10:15:37
1,0,1,1,2,3,0:00:00,10:46:54
1,1,1,1,2,3,0:00:00,10:46:55
1,0,1,1,2,3,0:00:15,10:47:10
1,1,1,1,2,3,0:00:15,10:47:10
1,0,1,1,2,3,0:04:34,10:51:29
1,1,1,1,2,3,0:04:34,10:51:57
1,0,1,1,2,3,0:04:40,10:52:02
1,1,1,1,2,3,0:04:40,10:53:12
1,0,1,1,2,3,0:00:00,10:54:02
1,1,1,1,2,3,0:00:00,10:54:03
1,0,1,1,2,3,0:00:00,10:54:54
1,1,1,1,2,3,0:00:00,10:54:55
1,0,1,1,2,3,0:00:00,11:10:44
1,1,1,1,2,3,0:00:00,11:10:45
1,1,1,1,2,3,0:00:12,11:10:58
1,0,1,1,2,3,0:00:00,11:47:21
1,1,1,1,2,3,0:00:00,11:47:22
1,0,1,1,2,3,0:00:00,11:57:46
1,1,1,1,2,3,0:00:00,11:57:47
1,1,0,3,2,3,0:00:00,11:58:35
1,0,1,1,2,3,0:00:00,12:04:46
1,1,1,1,2,3,0:00:00,12:04:47
1,1,1,1,2,3,0:00:37,12:05:25
1,0,1,1,2,3,0:00:00,12:12:38
1,1,1,1,2,3,0:00:00,12:12:40
1,1,0,3,2,3,0:00:00,12:13:21
1,0,1,1,2,3,0:00:00,12:16:10
1,1,1,1,2,3,0:00:00,12:16:11
1,0,1,1,2,3,0:00:08,12:16:20
1,1,1,1,2,3,0:00:08,12:16:24
1,1,0,2,2,3,0:00:01,12:16:26
0,1,0,2,2,3,0:00:01,12:17:21
1,1,0,2,2,3,0:00:01,12:17:22
0,1,0,2,2,3,0:00:01,12:17:30
1,1,0,2,2,3,0:00:01,12:17:32
1,0,0,2,2,3,0:00:01,12:20:56
